NAME,PRIORNAME1,FED_RSS_ID,UNINUM,WEBADDR,ZIP,CHARTER_NUMBER
SouthernTrust Bank,,3316739,429670,www.southerntrustbank.com,62959,
1st Advantage Bank,Advantage Bank,3317192,429739,www.1stadvantagebank.com,63376,
One World Bank,,3296859,429798,www.oneworldbank.com,75229,
Poppy Bank,First Community Bank,3232204,429969,http://www.poppy.bank,95404,
First State Bank,,854847,3952,http://WWW.FSBBELMOND.COM,50421,
First State Bank,,3285246,430301,WWW.FSB-NASHUA.COM,50658,
Bank of Grand Lake,"The Bank of Grove, F.S.B",3286999,430629,www.bankofgrandlake.com,74344,
ConnectOne Bank,North Jersey Community Bank,3317932,431394,www.connectonebank.com,07632,
Breda Savings Bank,The Breda Savings Bank,856542,3953,http://www.bredasavingsbank.com,51436,
Prime Alliance Bank,,3309571,431414,www.primealliance.bank,84010,
Harmony Bank,Texas Brand Bank,3297490,431421,www.harmony.bank,75204,
Peach State Bank & Trust,,3348468,431466,www.peachstate.bank,30501,
Anchor Bank,Anchor Commercial Bank,3342671,431755,http://https://www.anchorbank.com,33418,
Valley Bank of Nevada,Bank of North Las Vegas,3370357,431782,www.valleybanknv.com,89031,
Open Bank,First Standard Bank,3357219,432260,www.myopenbank.com,90017,
Bank of Bozeman,,3308529,432445,www.bankofbozeman.com,59718,
Legacy National Bank,,3306280,432578,www.legacyar.com,72762,
"Citizens Bank, National Association","Citizens Bank, N.A.",3303298,432614,www.citizensbank.com,02903,
Earlham Savings Bank,,645540,3957,www.earlhambank.com,50266,
First Resource Bank,,3349241,432803,www.firstresourcebank.com,19341,
Primis Bank,"Sonabank, National Association",3325759,432804,www.primisbank.com,22560,
Farmers State Bank,,537243,3958,www.fsbbanks.com,50459,
"California International Bank, N.A.",Saigon National Bank,3394380,432852,www.cali.bank,92683,
SAVIBANK,Business Bank of Skagit County,3346268,433008,www.savibank.com,98233,
Huron Valley State Bank,,3358270,433198,www.hvsb.com,48381,
ServisFirst Bank,,3348888,433262,WWW.SERVISFIRSTBANK.COM,35209,
Bryant Bank,,3356191,433412,www.bryantbank.com,35406,
United Bank,The Bank of Atmore,994435,39,http://www.unitedbank.com,36502,
"American Bank, National Association",First Trust & Savings Bank,345345,3961,www.am-bank.com,51031,
Freedom Bank,,3314119,433600,www.freedombankmt.com,59912,
Two Rivers Bank & Trust,Two Rivers Bank and Trust,3320781,433860,www.tworivers.bank,52601,
St. Louis Bank,,3354599,433889,www.stlouisbank.com,63124,
Verus Bank of Commerce,Fort Collins Commerce Bank,3322468,434069,www.verusboc.com,80525,
Sunrise Bank,,3370133,434099,www.Sunrise.Bank,32801,
Paradise Bank,,3368635,434100,www.Paradise.Bank,33431,
California Business Bank,,3390337,436956,http://www.californiabusinessbank.com,92602,
First Resource Bank,,3314043,436973,www.myfrbank.com,55014,
"Eclipse Bank, Inc.",,3347603,437273,www.eclipsebank.com,40245,
First Commerce Bank,Northern State Bank,3404373,437827,http://www.firstcommercebk.com,08701,
Tradition Capital Bank,,3344321,437897,WWW.TRADITION.BANK,55391,
First General Bank,,3386264,437941,http://www.firstgeneralbank.com,91748,
VisionBank,Vision Bank,3357077,438758,www.bankwithvision.com,55416,
Bank of San Francisco,,3357385,438784,www.bankbsf.com,94104,
Flint Community Bank,,3341393,438888,http://www.flint.bank,31721,
Putnam 1st Mercantile Bank,Putnam 1st Mercantile bank,3393851,439302,www.1stmerc.net,38501,
Austin Capital Bank SSB,Libertad Bank SSB,3347911,439321,www.austincapitalbank.com,78757,
SouthPoint Bank,,3386536,439443,http://www.southpoint.bank,35243,
FFB Bank,Fresno First Bank,3398623,439445,www.FFB.bank,93711,
Idaho First Bank,,3384952,439648,http://www.idahofirstbank.com,83638,
Signature Bank of Georgia,,3390627,439724,www.signaturebankga.com,30328,
Riverland Bank,,3374234,439881,www.riverlandbank.com,55352,
NobleBank & Trust,"Noble Bank & Trust, N.A.",3385744,439956,www.noblebank.com,36201,
Flagship Bank,Flagship Community Bank,3404999,439972,http://www.flagshipbank.com,33761,
Bank of Belleville,,3374403,439975,www.bankofbelleville.com,62220,
Oakstar Bank,"OakStar Bank, National Association",3374412,439984,www.oakstarbank.com,65807,
Triad Bank,,3374382,440110,www.triadbanking.com,63131,
Audubon State Bank,,760649,3973,www.audubonstatebank.com,50025,
"Esquire Bank, National Association",Esquire Bank,3447820,440444,www.esquirebank.com,11753,
Milestone Bank,LCA Bank Corporation,3407084,440523,www.milestonebank.com,84101,
"SmartBiz Bank, National Association","CenTrust Bank, National Association",3377235,440820,www.SmartBizBank.com,60062,
"Bank of Lexington, Inc.",,3410141,441082,www.bankoflexington.net,40503,
Belmont Bank & Trust Company,,3391718,441083,WWW.BELMONTBANK.COM,60634,
Hardin County Savings Bank,Citizens Savings Bank,647245,3975,www.hardincsb.com,50627,
Sallie Mae Bank,,3394278,441368,www.salliemae.com,84101,
Metro City Bank,,3437456,441400,www.metrocitybank.bank,30340,
Merchants Commercial Bank,,3487433,441417,http://www.merchantscommercial.bank,00802,
"HSBC Trust Company (Delaware), National Association",,3357620,441491,http://www.hsbc.com,19801,
State Central Bank,The State Central Savings Bank,808345,3978,www.statecentralbank.com,52620,
First Vision Bank of Tennessee,,3350658,441943,www.fvb.bank,37388,
NewBank,,3472859,441975,http://www.newbankusa.com,11354,
First Freedom Bank,,3437148,442225,www.firstfreedombank.com,37087,
First State Bank,,677448,3979,www.fsbankia.com,50153,
Bridgewater Bank,,3378773,442260,www.bridgewaterbankmn.com,55416,
Town Center Bank,,3459216,442525,www.towncenterbank.net,60423,
BMO Harris Central National Association,Harris Central National Association,3353154,442541,www.bmo.com,60172,
First Pacific Bank,Friendly Hills Bank,3470930,442623,www.firstpacbank.com,90603,
Heritage Bank & Trust,,3429219,442944,www.heritagebankandtrust.com,38401,
Column National Association,Northern California National Bank,3435948,443120,https://column.com/,95926,
b1BANK,Business First Bank,3408728,443550,www.b1bank.com,70801,
First Missouri State Bank of Cape County,,3383665,443931,FirstMissouri.Bank,63703,
Pacific Alliance Bank,,3546862,443971,www.pacificalliancebank.com,91776,
Providence Bank,,3404506,444132,www.pbknc.com,27804,
John Marshall Bank,Security One Bank,3419416,444356,www.johnmarshallbank.com,20190,
River Bank & Trust,,3437157,444616,http://www.riverbankandtrust.com,36066,
DR Bank,Darien Rowayton Bank,3428258,444636,www.drbank.com,06820,
First National Bank of Michigan,,3404467,444648,www.fnbmichigan.bank,49007,
Landmark National Bank,"The Security State Bank, Auburn, Kansas",481177,3984,www.banklandmark.com,66502,
Global Bank,,3561771,444901,http://www.globalbankny.com,10038,
Signature Bank,,3437483,444903,www.signaturebank.bank,60018,
River Valley Community Bank,,3451050,445235,www.myrvcb.com,95993,
Golden Valley Bank,,3440803,445242,www.goldenvalley.bank,95926,
American Riviera Bank,,3388482,445289,www.americanriviera.bank,93101,
Eagle Bank,,3346633,445290,www.eaglebankmt.com,59860,
River City Bank,,3445901,445530,www.rivercity.bank,30165,
CalPrivate Bank,Embarcadero Bank,3545258,445582,www.calprivate.bank,92037,
Pinnacle Bank,,3455227,445670,http://www.pinnacle.bank,95020,
Citizens State Bank and Trust Company,Citizens State Bank,678557,3987,www.csbkansas.com,66434,
Table Rock Community Bank,,3446225,445678,www.trcbank.com,65686,
"Ameriprise Bank, FSB",Ameriprise National Trust Bank,3470239,445715,www.ameriprise.com,55402,
The First Bank of Greenwich,The Bank of Greenwich,3466988,445891,http://www.greenwichfirst.com,06807,
American Momentum Bank,,3447576,445958,www.americanmomentum.bank,77845,
US Metro Bank,,3470154,445960,http://WWW.USMETROBANK.COM,92844,
Community Bank Delaware,,3446784,445981,www.communitybankdelaware.com,19958,
"Old Plank Trail Community Bank, National Association",,3404207,445996,www.oldplanktrailbank.com,60451,
"Investar Bank, National Association",Investar Bank,3449066,446069,http://www.investarbank.com,70808,
RiverBank,,3438958,446105,http://www.riverbankonline.com,99202,
Lone Star Bank,,3448162,446143,www.lsbtexas.com,77063,
Mountain Pacific Bank,,3459207,446332,www.mp.bank,98201,
Millennium Bank,,3547896,446858,www.milbnk.com,60016,
The First State Bank,,394259,3990,www.thefsb.bank,67654,
Southern Independent Bank,,3531176,447334,http://www.southernindependentbank.com,36467,
United Republic Bank,,3387140,447358,www.unitedrepublic.bank,68022,
Hyperion Bank,,3517590,447993,www.hyperionbank.com,19123,
Central Bank,,3468450,448948,www.centralbankfl.com,33647,
Farmers State Bank,,131717,3992,www.farmersstatebankky.com,41314,
Jonah Bank of Wyoming,,3412417,450621,www.jonah.bank,82601,
Mega Bank,,3690635,450814,https://www.megabankusa.com,91776,
"Goldwater Bank, N.A.",,3592047,450910,goldwaterbank.com,85016,
UniBank,,3487947,450912,www.unibankusa.com,98036,
Cross River Bank,,3783313,451130,http://www.crossriverbank.com,07024,
Embassy National Bank,,3482045,451152,www.embassynationalbank.com,30043,
Community Bank of Pleasant Hill,,3448425,451412,www.cbphonline.net,64080,
Alma Bank,,3633173,451431,www.almabank.com,11102,
West Valley National Bank,,3480069,451436,www.wvnb.net,85395,
Lewis & Clark Bank,,3489071,451438,www.lewisandclarkbank.com,97045,
"Waterford Bank, N.A.",,3588424,451642,www.waterfordbankna.com,43617,
First Security Bank of Nevada,,3555248,451798,https://www.fsbnv.com,89148,
Commencement Bank,,3537897,451921,www.commencementbank.com,98402,
"Texas Advantage Community Bank, National Association",,3485215,452049,WWW.TEXASADVANTAGECOMMUNITYBANK.COM,77511,
TriState Capital Bank,Tristate Capital Bank,3475083,452197,http://www.tscbank.com,15219,
SmartBank,,3532641,452366,http://www.smartbank.com,37863,
"American Plus Bank, N.A.",,3623110,452546,www.bankaplus.com,91007,
"Peoples Bank, Mt. Washington",The Peoples Bank,271341,3997,www.peoplesbankmtw.com,40047,
Hometown Bank of Pennsylvania,,3594087,452601,hometownbankpa.com,15522,
Bank of Central Florida,,3588312,453573,www.bankofcentralflorida.com,33813,
First Bank,,3401970,453788,www.myfirstbank.com,08690,
Bank of Montana,,3470097,453802,www.bankofmontana.com,59802,
Pegasus Bank,,3465392,453843,www.pegasusbankdallas.com,75209,
Austin County State Bank,,3463875,453846,www.acsbank.com,77418,
FineMark National Bank & Trust,,3547131,453865,www.finemarkbank.com,33919,
Beneficial State Bank,beneficial state bank,3608751,453951,www.beneficialstatebank.com,94612,
Community Valley Bank,,3637706,454577,www.yourcvb.com,92243,
Old Dominion National Bank,,3610718,454795,https://www.odnb.bank,22959,
First FarmBank,,3411773,454911,www.firstfarmbank.com,80634,
Frontier Bank of Texas,,3472046,454915,www.frontierbankoftexas.com,78621,
Platinum Bank,,3538009,455065,www.platinumbankmn.com,55128,
The Bank of Princeton,,3595271,455079,WWW.THEBANKOFPRINCETON.COM,08540,
The Community Bank,,3479018,455113,www.onlinewithtcb.com,76426,
Solera National Bank,,3397233,455610,www.solerabank.com,80226,
Think Mutual Bank,,936583,455636,www.thinkbank.com,55901,
BankFlorida,FirstCity Bank of Commerce,3629484,455691,www.bankflorida.com,33525,
"South Central Bank,  Inc.",Park City State Bank,473042,4000,www.southcentralbank.com,42141,
Gold Coast Bank,,3593307,456223,www.goldcoastbank.net,60610,
Select Bank,,3567269,456799,myselectbank.com,24551,
Flushing Bank,Flushing Commercial Bank,959304,456804,www.flushingbank.com,11556,
Texas Partners Bank,The Bank of San Antonio,3548567,457322,www.texaspartners.bank,78213,
American Pride Bank,,3671997,457427,www.americanpridebank.com,31204,
Turtle Mountain State Bank,,3626184,457433,http://www.tmstatebank.com,58316,
Partners Bank of California,,3655933,457436,www.partnersbankca.com,92691,
Nano Banc,Commerce Bank of Temecula Valley,3635029,457503,www.nanobanc.com,92618,
"Chain Bridge Bank, National Association",,3597211,457576,www.chainbridgebank.com,22101,
Carter Bank & Trust,,3476192,457578,www.carterbank.com,24112,
PeopleFirst Bank,,3548763,457630,www.peoplefirstbank.com,60435,
Reliance Bank,,3596250,458046,https://www.reliancebankmn.com,55021,
The Victory Bank,,3603961,458392,www.victorybank.com,19468,
MRV Banks,,3482111,458816,http://www.mrvbanks.com,63670,
GBank,Bank of George,3636446,459449,http://www.g.bank,89148,
Stellar Bank,Allegiance Bank Texas,3579589,460060,www.stellar.bank,77040,
First Cahawba Bank,,3633016,460562,www.firstcahawba.com,36701,
First Colony Bank of Florida,,3688548,461032,www.firstcolonybank.net,32751,
First Foundation Bank,,3637685,461041,http://www.firstfoundationinc.com,92612,
PromiseOne Bank,NOA Bank,3832127,461767,http://www.promiseone.bank,30096,
"Locus Bank, Inc.",Community Capital Bank of Virginia,3626858,461847,locusimpact.org,23294,
Live Oak Banking Company,,3650808,462249,www.liveoak.bank,28403,
Spring Bank,CheckSpring Bank,3368925,462320,www.spring.bank,10452,
Bank of Ocean City,,147923,4008,www.bankofoceancity.com,21842,
Hanover Community Bank,,3793714,462666,www.hanoverbank.com,11040,
Gateway Commercial Bank,,3667132,462762,www.gcbaz.com,85212,
Great Nations Bank,,3599804,462768,www.greatnationsbank.com,73071,
Touchmark National Bank,,3645840,462873,www.touchmarknb.com,30005,
South Atlantic Bank,,3637247,463026,SouthAtlantic.bank,29577,
BlueHarbor Bank,,3636914,463040,http://www.blueharborbank.com,28117,
Intracoastal Bank,,3786435,463041,www.intracoastal.bank,32137,
Prime Meridian Bank,,3690701,463049,https://www.primemeridianbank.com,32312,
FVCbank,First Virginia Community Bank,3614976,463069,https://www.fvcbank.com,22030,
Freedom Bank,,3729124,463480,http://www.freedombanknj.com,07607,
Third Coast Bank,"Third Coast Bank, SSB",3630323,463605,www.thirdcoast.bank,77338,
Meadows Bank,,3719648,464043,http://www.meadowsbank.bank,89148,
"Black Hills Community Bank, N.A.",,3636428,464156,http://www.BHCBANK.COM,57701,
Nebraska Bank of Commerce,Community Bank of Lincoln,3614846,464159,www.thenbcbank.com,68516,
Access Bank,,3614837,464256,WWW.ACCESSBANK.COM,68114,
Woodsboro Bank,"The Woodsboro Savings Bank of Frederick County, Maryland",406022,4011,http://www.woodsborobank.com,21798,
Community State Bank,,3617856,465259,http://www.csb-lamar.com,81052,
Texas Security Bank,,3619216,465546,https://texassecuritybank.com,75207,
"Calvin B. Taylor Banking Company of Berlin, Maryland","CALVIN B. TAYLOR BANKING COMPANY OF BERLIN, MARYLAND",39327,4012,www.taylorbank.com,21811,
Fieldpoint Private Bank & Trust,,3664588,465625,www.fieldpointprivate.com,06831,
"First New Mexico Bank, Las Cruces",,3623969,465819,www.firstnewmexicobanklc.com,88011,
Northwest Bank,Western Capital Bank,3678857,466688,northwest-bank.com,83702,
The MINT National Bank,,3821626,467437,www.themint.bank,77339,
Guadalupe Bank,Guadalupe National Bank,3635551,467484,www.guadalupebank.com,78028,
Liberty Bank,LIBERTY BANK OF WASHINGTON,3943210,467762,www.libertybanknw.com,98370,
Spring Bank,,3721605,467781,www.springbankwi.bank,53005,
Oakworth Capital Bank,,3720608,467896,www.oakworth.com,35209,
Grand River Bank,,3812147,468282,www.grandriverbank.com,49418,
Parkside Financial Bank & Trust,,3688043,468552,www.pfbt.com,63105,
Manufacturers and Traders Trust Company,,501105,400,www.mtb.com,14203,
